,CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,MaritalStatus,AgeGroup,Gender,HourSpendOnApp,OrderCount,OrderAmountHikeFromlastYear,DaySinceLastOrder,PreferedOrderCat,NumberOfStreamerFollowed,SatisfactionScore,Complain,CouponUsed,DiscountAmount
361,50362,0,13.0,Mobile Phone,3,8.0,Divorced,3,Male,3.0,1.0,11.0,0.0,Laptop & Accessory,5,3,1,0.0,196
363,50364,0,15.0,PC,1,8.0,Divorced,3,Female,2.0,2.0,13.0,2.0,Laptop & Accessory,2,2,0,2.0,141
366,50367,0,16.0,Pad,1,15.0,Married,3,Male,3.0,4.0,13.0,7.0,Laptop & Accessory,4,3,1,2.0,157
368,50369,0,17.0,Mobile Phone,2,6.0,Single,4,Female,2.0,1.0,11.0,2.0,Laptop & Accessory,5,3,0,1.0,160
371,50372,0,3.0,PC,3,28.0,Single,3,Male,2.0,1.0,11.0,2.0,Household,2,3,0,1.0,134
374,50375,0,6.0,Mobile Phone,3,14.0,Married,3,Male,2.0,1.0,12.0,2.0,Laptop & Accessory,1,3,0,1.0,171
375,50376,0,5.0,Mobile Phone,1,15.0,Divorced,3,Female,3.0,1.0,12.0,5.0,Laptop & Accessory,2,2,1,1.0,163
377,50378,0,26.0,Mobile Phone,3,6.0,Single,3,Female,2.0,8.0,20.0,10.0,Laptop & Accessory,8,5,0,6.0,184
379,50380,1,8.0,Pad,3,32.0,Divorced,3,Female,3.0,1.0,14.0,0.0,Laptop & Accessory,3,5,0,0.0,143
380,50381,0,3.0,PC,1,12.0,Divorced,3,Female,3.0,1.0,13.0,2.0,Household,2,2,1,0.0,127
381,50382,0,13.0,Mobile Phone,1,9.0,Divorced,3,Male,2.0,7.0,15.0,8.0,Fashion,2,3,0,6.0,194
382,50383,0,2.0,Mobile Phone,3,9.0,Divorced,3,Female,3.0,1.0,14.0,2.0,Laptop & Accessory,2,3,0,0.0,156
383,50384,0,8.0,Mobile Phone,1,12.0,Single,5,Male,2.0,11.0,13.0,8.0,Laptop & Accessory,2,2,0,11.0,166
384,50385,0,6.0,Pad,1,12.0,Married,3,Male,1.0,4.0,23.0,7.0,Laptop & Accessory,4,2,0,4.0,177
385,50386,0,27.0,Mobile Phone,2,25.0,Divorced,3,Male,2.0,7.0,15.0,1.0,Fashion,3,4,0,3.0,207
386,50387,0,9.0,Mobile Phone,1,15.0,Married,4,Male,2.0,1.0,11.0,2.0,Laptop & Accessory,3,4,1,1.0,188
388,50389,1,3.0,Mobile Phone,1,16.0,Single,3,Male,2.0,1.0,11.0,1.0,Mobile Phone,2,3,1,0.0,110
389,50390,1,3.0,Pad,1,9.0,Single,3,Male,3.0,9.0,11.0,7.0,Household,2,5,1,9.0,133
392,50393,0,3.0,PC,3,14.0,Divorced,2,Male,2.0,1.0,22.0,2.0,Laptop & Accessory,1,4,0,0.0,149
393,50394,0,11.0,PC,3,13.0,Single,4,Female,2.0,1.0,20.0,5.0,Laptop & Accessory,1,2,0,1.0,140
395,50396,0,21.0,Mobile Phone,3,8.0,Divorced,2,Male,2.0,2.0,12.0,2.0,Laptop & Accessory,4,4,0,2.0,181
396,50397,0,3.0,Pad,3,9.0,Married,2,Female,3.0,1.0,20.0,4.0,Laptop & Accessory,2,2,1,1.0,146
397,50398,0,13.0,PC,1,16.0,Single,2,Male,3.0,1.0,17.0,0.0,Mobile Phone,4,2,0,1.0,147
398,50399,0,23.0,PC,1,34.0,Divorced,2,Male,3.0,3.0,11.0,8.0,Household,2,3,1,3.0,132
399,50400,0,7.0,Mobile Phone,1,15.0,Single,4,Female,2.0,7.0,14.0,7.0,Fashion,2,4,0,4.0,186
400,50401,1,3.0,PC,3,9.0,Single,3,Female,3.0,2.0,14.0,0.0,Laptop & Accessory,10,3,0,1.0,146
401,50402,0,12.0,PC,1,8.0,Single,4,Female,3.0,11.0,11.0,10.0,Laptop & Accessory,2,3,0,2.0,146
402,50403,0,5.0,Mobile Phone,3,16.0,Single,3,Male,2.0,1.0,12.0,8.0,Laptop & Accessory,2,2,0,0.0,154
403,50404,1,13.0,Pad,3,14.0,Divorced,3,Male,2.0,1.0,14.0,3.0,Laptop & Accessory,4,3,1,1.0,168
404,50405,0,11.0,Mobile Phone,1,6.0,Single,2,Female,2.0,1.0,13.0,8.0,Laptop & Accessory,1,2,0,1.0,176
405,50406,0,3.0,Mobile Phone,1,6.0,Divorced,3,Female,3.0,1.0,11.0,7.0,Fashion,2,5,0,1.0,174
407,50408,0,23.0,Mobile Phone,3,20.0,Single,3,Male,2.0,1.0,12.0,7.0,Laptop & Accessory,3,5,0,0.0,150
408,50409,0,13.0,Pad,3,11.0,Divorced,4,Male,2.0,1.0,21.0,12.0,Fashion,6,5,1,0.0,205
411,50412,0,33.0,Mobile Phone,3,22.0,Single,3,Male,2.0,2.0,14.0,2.0,Laptop & Accessory,9,5,0,1.0,154
412,50413,0,3.0,Pad,1,16.0,Married,3,Male,2.0,1.0,21.0,7.0,Fashion,2,5,0,1.0,188
414,50415,0,23.0,PC,3,14.0,Divorced,3,Male,2.0,2.0,15.0,2.0,Mobile Phone,8,4,0,1.0,139
417,50418,0,11.0,Mobile Phone,1,6.0,Single,3,Female,2.0,1.0,14.0,0.0,Fashion,5,3,1,0.0,179
418,50419,0,17.0,Pad,1,30.0,Single,5,Male,2.0,1.0,14.0,4.0,Mobile Phone,3,3,0,0.0,137
420,50421,0,3.0,Mobile Phone,3,33.0,Married,3,Male,2.0,7.0,23.0,7.0,Laptop & Accessory,8,2,0,4.0,153
423,50424,0,16.0,Pad,3,21.0,Divorced,4,Male,2.0,2.0,18.0,2.0,Laptop & Accessory,4,2,0,0.0,168
424,50425,0,7.0,Mobile Phone,1,14.0,Single,3,Female,3.0,4.0,11.0,3.0,Laptop & Accessory,4,3,0,1.0,161
426,50427,0,12.0,Mobile Phone,2,9.0,Divorced,2,Female,2.0,3.0,15.0,6.0,Laptop & Accessory,10,4,0,3.0,164
429,50430,0,3.0,Mobile Phone,1,13.0,Single,4,Female,2.0,1.0,19.0,7.0,Laptop & Accessory,9,5,0,1.0,168
432,50433,0,8.0,Pad,1,8.0,Married,3,Female,3.0,1.0,11.0,0.0,Laptop & Accessory,3,5,0,0.0,151
433,50434,0,5.0,Pad,1,30.0,Divorced,3,Male,3.0,4.0,15.0,7.0,Laptop & Accessory,2,2,0,2.0,153
435,50436,0,7.0,Mobile Phone,1,14.0,Married,3,Female,2.0,1.0,14.0,0.0,Laptop & Accessory,4,5,0,1.0,151
438,50439,0,3.0,Mobile Phone,3,32.0,Single,3,Female,2.0,1.0,23.0,4.0,Laptop & Accessory,2,2,0,0.0,162
439,50440,0,18.0,Mobile Phone,3,8.0,Single,5,Male,2.0,3.0,13.0,1.0,Laptop & Accessory,1,3,0,0.0,166
440,50441,0,3.0,PC,1,16.0,Single,2,Male,3.0,1.0,18.0,2.0,Household,2,3,0,1.0,135
441,50442,1,13.0,Pad,3,33.0,Single,1,Female,3.0,1.0,12.0,3.0,Laptop & Accessory,5,3,1,1.0,164
442,50443,0,7.0,Mobile Phone,3,8.0,Single,3,Male,2.0,1.0,22.0,4.0,Laptop & Accessory,2,2,0,0.0,163
444,50445,0,9.0,Pad,3,14.0,Single,4,Male,3.0,1.0,15.0,9.0,Fashion,2,5,0,0.0,176
445,50446,0,25.0,Pad,1,25.0,Divorced,3,Male,2.0,1.0,18.0,2.0,Mobile Phone,1,2,0,1.0,143
446,50447,0,3.0,Pad,1,6.0,Married,5,Female,3.0,2.0,14.0,0.0,Mobile Phone,4,2,0,2.0,144
447,50448,0,2.0,PC,1,33.0,Divorced,3,Female,3.0,1.0,12.0,1.0,Laptop & Accessory,5,3,0,1.0,143
448,50449,1,3.0,Mobile Phone,3,14.0,Single,4,Male,2.0,1.0,17.0,2.0,Laptop & Accessory,7,5,0,1.0,153
449,50450,0,7.0,PC,1,6.0,Single,1,Female,3.0,1.0,16.0,3.0,Household,3,2,0,0.0,133
450,50451,0,27.0,Mobile Phone,1,25.0,Married,3,Female,3.0,1.0,11.0,4.0,Laptop & Accessory,10,5,1,0.0,155
451,50452,0,2.0,Pad,3,5.0,Divorced,3,Male,2.0,1.0,19.0,1.0,Laptop & Accessory,1,2,0,0.0,143
453,50454,0,11.0,Pad,1,8.0,Single,1,Female,3.0,4.0,12.0,12.0,Laptop & Accessory,7,5,1,4.0,160
454,50455,0,7.0,PC,1,8.0,Single,4,Female,2.0,1.0,11.0,3.0,Mobile Phone,2,5,0,1.0,144
456,50457,0,3.0,PC,1,6.0,Divorced,5,Male,2.0,1.0,21.0,2.0,Mobile Phone,4,3,0,1.0,138
457,50458,0,13.0,Pad,1,8.0,Divorced,1,Female,2.0,3.0,24.0,7.0,Laptop & Accessory,2,4,0,0.0,142
458,50459,0,7.0,Mobile Phone,3,14.0,Divorced,3,Female,3.0,1.0,17.0,2.0,Laptop & Accessory,6,5,0,1.0,165
466,50467,1,3.0,Mobile Phone,3,22.0,Single,3,Female,3.0,1.0,15.0,2.0,Laptop & Accessory,6,5,0,1.0,153
468,50469,0,9.0,Mobile Phone,1,6.0,Divorced,3,Female,2.0,1.0,15.0,5.0,Laptop & Accessory,1,4,0,0.0,152
472,50473,0,15.0,Mobile Phone,1,6.0,Divorced,4,Female,2.0,1.0,13.0,2.0,Laptop & Accessory,10,2,1,0.0,161
473,50474,1,3.0,PC,1,8.0,Single,3,Male,2.0,2.0,17.0,1.0,Mobile Phone,7,3,0,0.0,144
475,50476,0,5.0,Mobile Phone,1,10.0,Divorced,4,Female,3.0,6.0,12.0,8.0,Laptop & Accessory,2,3,0,1.0,162
476,50477,0,13.0,Pad,1,22.0,Single,4,Male,2.0,1.0,14.0,0.0,Laptop & Accessory,7,3,0,1.0,151
477,50478,0,3.0,Mobile Phone,1,8.0,Single,4,Female,2.0,1.0,24.0,0.0,Laptop & Accessory,6,2,1,1.0,169
479,50480,0,15.0,PC,1,35.0,Divorced,3,Male,3.0,7.0,13.0,8.0,Laptop & Accessory,2,4,0,2.0,144
480,50481,0,11.0,Pad,1,18.0,Married,4,Male,2.0,1.0,15.0,2.0,Laptop & Accessory,3,5,0,1.0,163
482,50483,1,12.0,Mobile Phone,3,17.0,Divorced,3,Female,2.0,7.0,18.0,7.0,Fashion,2,2,0,0.0,177
483,50484,1,18.0,Mobile Phone,3,8.0,Single,3,Male,2.0,7.0,16.0,3.0,Laptop & Accessory,5,2,0,0.0,152
486,50487,0,8.0,Mobile Phone,1,13.0,Single,3,Male,2.0,1.0,21.0,6.0,Fashion,4,3,0,0.0,202
487,50488,0,1.0,PC,3,8.0,Divorced,3,Female,2.0,7.0,20.0,5.0,Laptop & Accessory,2,4,1,7.0,148
488,50489,0,7.0,PC,2,9.0,Divorced,3,Male,2.0,1.0,19.0,2.0,Mobile Phone,1,2,0,1.0,137
492,50493,0,17.0,Mobile Phone,1,10.0,Single,3,Male,2.0,2.0,12.0,3.0,Laptop & Accessory,10,4,0,1.0,159
493,50494,0,3.0,PC,1,8.0,Single,1,Male,3.0,1.0,13.0,1.0,Household,8,5,0,1.0,134
494,50495,0,6.0,PC,3,6.0,Married,1,Male,2.0,1.0,22.0,8.0,Laptop & Accessory,2,5,0,0.0,140
496,50497,0,9.0,Mobile Phone,3,6.0,Divorced,3,Male,2.0,4.0,14.0,11.0,Laptop & Accessory,2,2,1,2.0,162
497,50498,0,5.0,PC,3,19.0,Married,3,Male,3.0,1.0,11.0,3.0,Laptop & Accessory,3,2,0,0.0,144
498,50499,0,3.0,Pad,1,11.0,Married,4,Male,3.0,1.0,12.0,3.0,Mobile Phone,10,2,0,0.0,138
500,50501,0,18.0,Mobile Phone,3,15.0,Married,3,Male,3.0,1.0,12.0,2.0,Fashion,5,5,1,1.0,208
501,50502,0,5.0,Mobile Phone,1,14.0,Divorced,1,Female,3.0,1.0,12.0,3.0,Laptop & Accessory,6,3,0,1.0,152
503,50504,0,13.0,Mobile Phone,3,22.0,Married,4,Male,3.0,1.0,19.0,0.0,Laptop & Accessory,5,3,0,1.0,163
504,50505,0,1.0,PC,2,14.0,Married,4,Male,3.0,1.0,13.0,4.0,Mobile Phone,2,2,0,0.0,149
505,50506,0,3.0,PC,1,6.0,Divorced,4,Male,2.0,2.0,22.0,2.0,Laptop & Accessory,7,2,0,2.0,148
509,50510,0,3.0,PC,3,9.0,Divorced,3,Male,3.0,1.0,18.0,3.0,Laptop & Accessory,2,5,1,1.0,142
510,50511,0,8.0,Mobile Phone,1,15.0,Divorced,4,Female,3.0,5.0,20.0,15.0,Fashion,2,3,1,2.0,207
512,50513,0,5.0,Pad,1,6.0,Married,3,Male,3.0,1.0,12.0,2.0,Household,1,2,0,0.0,123
513,50514,0,3.0,PC,3,10.0,Divorced,4,Male,2.0,1.0,12.0,3.0,Laptop & Accessory,2,5,0,1.0,143
514,50515,0,22.0,PC,1,6.0,Divorced,3,Female,2.0,1.0,16.0,2.0,Mobile Phone,3,5,0,1.0,136
516,50517,0,5.0,Pad,3,11.0,Divorced,3,Male,2.0,5.0,14.0,3.0,Laptop & Accessory,2,4,0,2.0,165
518,50519,0,15.0,Mobile Phone,1,9.0,Divorced,1,Female,3.0,1.0,13.0,3.0,Laptop & Accessory,3,2,1,0.0,152
522,50523,0,8.0,Mobile Phone,1,31.0,Divorced,4,Male,3.0,4.0,16.0,8.0,Fashion,4,4,0,3.0,209
525,50526,0,16.0,Pad,1,6.0,Divorced,3,Female,2.0,2.0,13.0,2.0,Laptop & Accessory,5,2,0,1.0,156
526,50527,0,23.0,PC,3,8.0,Divorced,3,Female,2.0,7.0,22.0,7.0,Laptop & Accessory,1,2,1,5.0,145
527,50528,0,13.0,Pad,3,25.0,Single,3,Male,2.0,1.0,13.0,9.0,Fashion,2,4,1,0.0,176
529,50530,0,12.0,Mobile Phone,2,8.0,Divorced,4,Female,2.0,1.0,11.0,4.0,Laptop & Accessory,9,2,0,0.0,152
534,50535,0,1.0,PC,3,11.0,Single,3,Male,3.0,1.0,14.0,2.0,Laptop & Accessory,2,2,0,1.0,149
536,50537,0,16.0,PC,1,14.0,Married,3,Female,2.0,1.0,21.0,0.0,Laptop & Accessory,5,4,0,1.0,148
539,50540,0,9.0,Mobile Phone,1,20.0,Divorced,3,Male,3.0,4.0,17.0,11.0,Laptop & Accessory,1,2,1,4.0,166
540,50541,0,23.0,PC,3,8.0,Single,4,Female,3.0,1.0,18.0,2.0,Household,2,2,1,1.0,133
541,50542,1,3.0,PC,1,9.0,Divorced,3,Female,2.0,1.0,19.0,2.0,Laptop & Accessory,1,3,1,1.0,142
547,50548,0,15.0,Mobile Phone,3,20.0,Single,4,Female,3.0,1.0,17.0,3.0,Laptop & Accessory,8,3,0,0.0,162
549,50550,0,33.0,Mobile Phone,1,11.0,Married,4,Female,2.0,1.0,13.0,4.0,Fashion,3,4,1,1.0,206
551,50552,0,8.0,PC,1,27.0,Divorced,3,Female,2.0,1.0,25.0,7.0,Laptop & Accessory,2,2,1,0.0,140
552,50553,0,22.0,Mobile Phone,1,14.0,Divorced,3,Female,2.0,1.0,11.0,7.0,Fashion,5,4,0,0.0,174
554,50555,0,4.0,Pad,3,26.0,Divorced,3,Female,2.0,1.0,13.0,0.0,Laptop & Accessory,2,3,0,1.0,169
555,50556,0,9.0,PC,1,13.0,Single,3,Male,3.0,1.0,18.0,1.0,Mobile Phone,3,2,0,0.0,147
559,50560,0,13.0,Mobile Phone,3,16.0,Married,4,Male,3.0,1.0,12.0,0.0,Fashion,3,4,0,1.0,197
560,50561,0,3.0,Pad,3,6.0,Single,4,Male,2.0,1.0,12.0,7.0,Laptop & Accessory,2,5,0,1.0,143
561,50562,0,14.0,PC,1,12.0,Single,3,Male,2.0,2.0,13.0,17.0,Mobile Phone,3,5,1,1.0,147
565,50566,0,4.0,Mobile Phone,1,18.0,Divorced,3,Female,2.0,8.0,11.0,5.0,Laptop & Accessory,1,2,1,0.0,159
566,50567,0,13.0,Pad,1,15.0,Married,3,Male,2.0,1.0,14.0,0.0,Mobile Phone,9,4,1,0.0,136
567,50568,0,5.0,Mobile Phone,1,9.0,Divorced,3,Female,3.0,6.0,12.0,3.0,Laptop & Accessory,2,5,0,6.0,167
568,50569,1,3.0,Mobile Phone,3,9.0,Divorced,4,Male,2.0,3.0,11.0,7.0,Fashion,2,2,1,3.0,203
569,50570,0,6.0,Mobile Phone,1,6.0,Single,4,Female,2.0,1.0,14.0,4.0,Laptop & Accessory,1,2,0,0.0,169
570,50571,1,3.0,Mobile Phone,3,6.0,Divorced,4,Male,2.0,11.0,11.0,7.0,Fashion,6,3,0,1.0,206
571,50572,0,18.0,Pad,1,10.0,Divorced,3,Male,2.0,1.0,12.0,8.0,Laptop & Accessory,2,4,0,1.0,144
573,50574,0,8.0,PC,3,24.0,Divorced,3,Female,2.0,1.0,16.0,0.0,Laptop & Accessory,2,3,0,1.0,146
577,50578,0,3.0,Mobile Phone,3,14.0,Married,3,Male,3.0,7.0,11.0,7.0,Fashion,6,3,0,4.0,173
578,50579,0,11.0,Pad,3,16.0,Single,3,Female,2.0,1.0,13.0,3.0,Laptop & Accessory,2,2,1,0.0,157
579,50580,0,8.0,Mobile Phone,3,9.0,Married,3,Male,3.0,1.0,13.0,8.0,Fashion,7,2,0,0.0,178
580,50581,0,12.0,Mobile Phone,3,8.0,Single,1,Male,2.0,1.0,18.0,7.0,Fashion,1,3,0,1.0,179
582,50583,0,23.0,Pad,1,22.0,Married,1,Male,3.0,2.0,19.0,7.0,Laptop & Accessory,2,3,1,0.0,151
583,50584,0,9.0,Pad,3,14.0,Married,3,Male,2.0,1.0,13.0,7.0,Laptop & Accessory,5,2,0,1.0,151
587,50588,0,6.0,PC,1,19.0,Single,3,Female,2.0,1.0,18.0,2.0,Household,4,2,0,1.0,135
590,50591,0,6.0,Pad,1,6.0,Divorced,1,Female,2.0,1.0,13.0,2.0,Laptop & Accessory,2,4,1,0.0,155
593,50594,0,18.0,Pad,1,29.0,Divorced,3,Male,2.0,1.0,15.0,8.0,Laptop & Accessory,2,5,1,1.0,136
594,50595,0,23.0,PC,3,10.0,Single,3,Female,2.0,1.0,17.0,7.0,Laptop & Accessory,2,2,1,1.0,142
598,50599,0,19.0,Mobile Phone,1,13.0,Married,3,Male,3.0,1.0,13.0,7.0,Fashion,7,3,0,0.0,208
599,50600,0,3.0,PC,1,23.0,Married,4,Female,2.0,3.0,15.0,2.0,Laptop & Accessory,2,3,0,2.0,144
600,50601,1,3.0,PC,1,20.0,Married,4,Male,2.0,1.0,24.0,2.0,Mobile Phone,2,4,1,1.0,137
601,50602,0,4.0,Pad,1,6.0,Divorced,3,Female,3.0,1.0,12.0,3.0,Laptop & Accessory,2,5,0,1.0,141
602,50603,0,3.0,Pad,1,11.0,Single,3,Male,3.0,1.0,15.0,0.0,Mobile Phone,2,2,0,1.0,111
603,50604,0,27.0,Mobile Phone,1,23.0,Divorced,3,Female,2.0,1.0,11.0,8.0,Fashion,9,3,0,1.0,207
604,50605,0,8.0,Mobile Phone,1,31.0,Married,3,Female,2.0,10.0,11.0,1.0,Fashion,2,3,1,2.0,204
608,50609,0,3.0,Mobile Phone,1,8.0,Divorced,1,Male,2.0,1.0,12.0,3.0,Laptop & Accessory,2,2,0,1.0,155
610,50611,0,21.0,PC,1,12.0,Single,4,Male,3.0,2.0,13.0,2.0,Laptop & Accessory,3,3,0,0.0,142
612,50613,0,14.0,Mobile Phone,1,13.0,Single,3,Female,2.0,2.0,14.0,1.0,Laptop & Accessory,7,3,0,1.0,150
614,50615,0,3.0,PC,1,8.0,Divorced,3,Female,2.0,2.0,18.0,2.0,Laptop & Accessory,1,2,0,0.0,142
615,50616,0,8.0,PC,1,16.0,Married,3,Male,2.0,1.0,20.0,2.0,Mobile Phone,2,2,0,1.0,139
619,50620,1,3.0,PC,1,17.0,Divorced,5,Female,3.0,1.0,15.0,0.0,Laptop & Accessory,6,4,0,1.0,148
620,50621,0,28.0,Pad,1,24.0,Divorced,3,Male,3.0,6.0,14.0,7.0,Laptop & Accessory,4,4,1,6.0,164
622,50623,0,11.0,Mobile Phone,3,9.0,Single,3,Male,2.0,1.0,12.0,0.0,Laptop & Accessory,9,2,1,1.0,169
623,50624,1,3.0,Pad,3,35.0,Single,5,Male,3.0,2.0,18.0,2.0,Laptop & Accessory,9,5,0,0.0,150
626,50627,0,23.0,Pad,3,6.0,Divorced,3,Female,3.0,1.0,12.0,13.0,Laptop & Accessory,1,3,0,1.0,163
628,50629,0,12.0,Pad,1,28.0,Single,3,Female,2.0,2.0,13.0,8.0,Fashion,2,5,1,1.0,209
631,50632,0,5.0,Pad,1,35.0,Single,3,Female,3.0,7.0,12.0,7.0,Mobile Phone,10,3,0,5.0,140
632,50633,0,7.0,Mobile Phone,3,6.0,Married,1,Male,3.0,1.0,11.0,9.0,Laptop & Accessory,1,2,0,1.0,197
635,50636,0,26.0,Pad,3,8.0,Divorced,4,Female,2.0,6.0,12.0,12.0,Fashion,3,4,0,0.0,175
636,50637,1,3.0,PC,1,21.0,Married,3,Male,2.0,1.0,14.0,0.0,Laptop & Accessory,8,3,0,0.0,148
639,50640,0,1.0,Mobile Phone,3,16.0,Divorced,3,Male,3.0,1.0,22.0,0.0,Mobile Phone,2,4,0,1.0,111
642,50643,0,13.0,PC,1,9.0,Single,3,Female,2.0,1.0,15.0,1.0,Laptop & Accessory,4,4,0,1.0,141
643,50644,0,13.0,Mobile Phone,3,32.0,Divorced,3,Male,3.0,7.0,14.0,5.0,Laptop & Accessory,2,5,0,5.0,184
646,50647,0,27.0,Mobile Phone,3,8.0,Divorced,4,Female,2.0,7.0,11.0,0.0,Fashion,7,3,0,6.0,207
648,50649,0,9.0,Mobile Phone,1,18.0,Single,4,Female,2.0,7.0,11.0,8.0,Fashion,1,2,0,5.0,189
653,50654,0,19.0,PC,1,14.0,Married,4,Female,3.0,1.0,23.0,7.0,Laptop & Accessory,9,5,1,1.0,146
655,50656,1,3.0,Pad,1,30.0,Single,4,Male,3.0,1.0,12.0,9.0,Fashion,2,5,0,0.0,187
656,50657,0,3.0,PC,1,6.0,Divorced,4,Male,2.0,1.0,16.0,3.0,Mobile Phone,2,5,0,0.0,140
657,50658,0,3.0,Mobile Phone,1,26.0,Divorced,3,Male,2.0,1.0,15.0,2.0,Laptop & Accessory,1,5,0,1.0,200
658,50659,0,14.0,PC,1,13.0,Divorced,1,Female,2.0,1.0,13.0,8.0,Household,2,3,0,1.0,134
659,50660,0,11.0,Mobile Phone,1,23.0,Divorced,4,Female,3.0,1.0,18.0,9.0,Fashion,1,3,0,0.0,188
660,50661,0,13.0,Mobile Phone,1,26.0,Divorced,3,Male,3.0,11.0,20.0,1.0,Fashion,5,2,0,4.0,203
661,50662,0,3.0,Pad,1,14.0,Divorced,5,Male,2.0,1.0,19.0,2.0,Mobile Phone,2,3,0,1.0,146
663,50664,0,1.0,PC,1,16.0,Single,3,Female,2.0,1.0,13.0,7.0,Laptop & Accessory,4,3,0,1.0,137
664,50665,1,7.0,Mobile Phone,2,6.0,Divorced,4,Male,3.0,3.0,14.0,6.0,Fashion,10,5,0,2.0,205
665,50666,0,6.0,Mobile Phone,1,11.0,Married,4,Male,2.0,1.0,15.0,2.0,Fashion,5,2,0,0.0,171
666,50667,1,3.0,Mobile Phone,3,10.0,Single,3,Male,2.0,4.0,22.0,7.0,Fashion,1,5,1,3.0,196
667,50668,1,3.0,Pad,1,35.0,Single,4,Female,2.0,3.0,22.0,8.0,Laptop & Accessory,2,3,0,3.0,145
669,50670,0,7.0,Pad,1,9.0,Single,3,Male,2.0,1.0,17.0,4.0,Laptop & Accessory,1,2,0,1.0,178
670,50671,0,13.0,Mobile Phone,3,16.0,Married,4,Female,2.0,1.0,14.0,0.0,Laptop & Accessory,3,2,1,0.0,167
671,50672,1,3.0,PC,1,10.0,Divorced,3,Male,2.0,5.0,15.0,6.0,Mobile Phone,2,2,1,5.0,137
676,50677,1,13.0,Pad,3,6.0,Single,3,Male,2.0,1.0,14.0,0.0,Laptop & Accessory,4,3,1,0.0,147
677,50678,0,6.0,Pad,3,13.0,Divorced,3,Female,1.0,1.0,17.0,2.0,Laptop & Accessory,1,4,0,1.0,143
680,50681,0,18.0,Pad,3,15.0,Divorced,4,Female,3.0,4.0,13.0,12.0,Laptop & Accessory,2,3,0,0.0,156
681,50682,0,25.0,Mobile Phone,1,13.0,Single,3,Male,2.0,4.0,19.0,0.0,Fashion,8,4,0,3.0,204
682,50683,0,11.0,Mobile Phone,3,16.0,Married,4,Male,3.0,2.0,14.0,7.0,Fashion,1,3,1,2.0,187
684,50685,0,1.0,Mobile Phone,1,9.0,Married,3,Female,3.0,1.0,17.0,7.0,Fashion,1,4,0,0.0,177
686,50687,0,11.0,Mobile Phone,3,8.0,Single,3,Male,2.0,1.0,16.0,0.0,Fashion,8,4,0,1.0,174
687,50688,0,16.0,Pad,1,33.0,Divorced,3,Female,2.0,1.0,11.0,1.0,Fashion,9,5,0,0.0,208
691,50692,0,12.0,Pad,1,15.0,Single,3,Male,3.0,1.0,15.0,3.0,Laptop & Accessory,21,4,0,1.0,168
692,50693,0,9.0,Pad,1,24.0,Single,3,Male,3.0,1.0,20.0,9.0,Laptop & Accessory,3,2,0,1.0,178
694,50695,0,1.0,PC,1,8.0,Divorced,4,Male,3.0,1.0,17.0,4.0,Household,1,4,0,0.0,132
695,50696,0,8.0,Pad,3,17.0,Married,3,Male,2.0,1.0,11.0,2.0,Laptop & Accessory,2,2,0,0.0,150
697,50698,0,7.0,Pad,1,8.0,Single,3,Male,3.0,1.0,11.0,2.0,Laptop & Accessory,3,3,0,1.0,140
698,50699,0,2.0,Pad,1,16.0,Married,3,Female,3.0,1.0,14.0,1.0,Household,1,4,0,1.0,133
699,50700,0,15.0,PC,1,35.0,Single,5,Male,2.0,1.0,19.0,0.0,Laptop & Accessory,5,2,0,1.0,143
700,50701,0,2.0,Mobile Phone,1,14.0,Divorced,4,Male,3.0,1.0,13.0,2.0,Laptop & Accessory,2,2,1,0.0,151
704,50705,1,3.0,Mobile Phone,3,15.0,Single,3,Female,3.0,1.0,17.0,3.0,Laptop & Accessory,1,5,1,0.0,182
705,50706,0,14.0,PC,1,18.0,Divorced,3,Male,2.0,1.0,11.0,0.0,Mobile Phone,4,2,1,1.0,148
707,50708,0,13.0,Mobile Phone,1,31.0,Married,4,Female,2.0,1.0,13.0,3.0,Laptop & Accessory,8,2,0,0.0,157
709,50710,0,7.0,Mobile Phone,3,15.0,Divorced,3,Female,3.0,1.0,20.0,3.0,Laptop & Accessory,2,3,0,1.0,157
710,50711,0,8.0,PC,2,14.0,Single,3,Male,3.0,1.0,17.0,4.0,Mobile Phone,2,3,0,0.0,143
711,50712,1,3.0,Mobile Phone,3,29.0,Divorced,4,Female,2.0,3.0,13.0,10.0,Fashion,2,5,0,0.0,173
714,50715,0,15.0,Mobile Phone,3,10.0,Single,3,Male,2.0,1.0,13.0,5.0,Laptop & Accessory,8,5,0,1.0,152
716,50717,0,3.0,PC,1,30.0,Single,3,Male,2.0,1.0,22.0,2.0,Mobile Phone,9,4,0,1.0,136
718,50719,0,3.0,PC,1,9.0,Divorced,1,Male,2.0,1.0,22.0,7.0,Mobile Phone,2,2,0,1.0,144
719,50720,0,3.0,Mobile Phone,3,16.0,Divorced,4,Male,3.0,1.0,18.0,4.0,Laptop & Accessory,2,3,0,1.0,166
720,50721,0,13.0,Pad,1,32.0,Divorced,4,Female,3.0,1.0,13.0,0.0,Laptop & Accessory,4,2,1,1.0,144
721,50722,0,8.0,Mobile Phone,1,8.0,Married,4,Male,2.0,6.0,18.0,4.0,Fashion,3,4,0,6.0,203
